# BEGIN PLOT
DrawOnly=/REF/CMS_2016_I1459051/d11-x01-y01 /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d11-x01-y01
Title=Inclusive AK4 jets, $1.5 < |y| < 2.0$
RatioPlotReference=/REF/CMS_2016_I1459051/d11-x01-y01
RatioPlot=1
LogX=1
LogY=1
RatioPlotYMax=2
XLabel=$p_{T}$ [GeV]
YLabel=d$^2\sigma$/d$p_{T}$d$y$ [pb/GeV]
LegendYPos=0.9
Legend=1
RatioPlotYMin=0.1
FullRange=1
# END PLOT

# BEGIN HISTO1D /REF/CMS_2016_I1459051/d11-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/REF/CMS_2016_I1459051/d11-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
3.000000e+02	3.300000e+02	2.697544e+01	5.266176e-01	5.266176e-01
3.300000e+02	3.620000e+02	1.509339e+01	1.184744e-01	1.184744e-01
3.620000e+02	3.950000e+02	8.943270e+00	8.533227e-02	8.533227e-02
3.950000e+02	4.300000e+02	5.070860e+00	6.010234e-02	6.010234e-02
4.300000e+02	4.680000e+02	2.995274e+00	3.710833e-02	3.710833e-02
4.680000e+02	5.070000e+02	1.737505e+00	2.612755e-02	2.612755e-02
5.070000e+02	5.480000e+02	1.033403e+00	1.897558e-02	1.897558e-02
5.480000e+02	5.920000e+02	6.331200e-01	1.486914e-02	1.486914e-02
5.920000e+02	6.380000e+02	3.734598e-01	9.767529e-03	9.767529e-03
6.380000e+02	6.860000e+02	1.991083e-01	6.723166e-03	6.723166e-03
6.860000e+02	7.370000e+02	1.140022e-01	4.899924e-03	4.899924e-03
7.370000e+02	7.900000e+02	6.743626e-02	3.529976e-03	3.529976e-03
7.900000e+02	8.460000e+02	4.039113e-02	2.610076e-03	2.610076e-03
8.460000e+02	9.050000e+02	2.401215e-02	1.926023e-03	1.926023e-03
9.050000e+02	9.670000e+02	1.352590e-02	1.388637e-03	1.388637e-03
9.670000e+02	1.032000e+03	8.271462e-03	1.051037e-03	1.051037e-03
1.032000e+03	1.101000e+03	3.058883e-03	6.123110e-04	6.123110e-04
1.101000e+03	1.172000e+03	1.756151e-03	4.537238e-04	4.537238e-04
1.172000e+03	1.248000e+03	6.418753e-04	2.620459e-04	2.620459e-04
# END HISTO1D

