# BEGIN PLOT
DrawOnly=/REF/CMS_2016_I1459051/d02-x01-y01 /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d02-x01-y01
Title=Inclusive AK7 jets, $0.5 < |y| < 1.0$
RatioPlotReference=/REF/CMS_2016_I1459051/d02-x01-y01
RatioPlot=1
LogX=1
LogY=1
RatioPlotYMax=2
XLabel=$p_{T}$ [GeV]
YLabel=d$^2\sigma$/d$p_{T}$d$y$ [pb/GeV]
LegendYPos=0.9
Legend=1
RatioPlotYMin=0.1
FullRange=1
# END PLOT

# BEGIN HISTO1D /REF/CMS_2016_I1459051/d02-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/REF/CMS_2016_I1459051/d02-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
5.480000e+02	5.920000e+02	1.856421e+00	1.705410e-01	1.705410e-01
5.920000e+02	6.380000e+02	1.169093e+00	1.099321e-01	1.099321e-01
6.380000e+02	6.860000e+02	7.107702e-01	6.680354e-02	6.680354e-02
6.860000e+02	7.370000e+02	4.503694e-01	4.384830e-02	4.384830e-02
7.370000e+02	7.900000e+02	2.936668e-01	2.939353e-02	2.939353e-02
7.900000e+02	8.460000e+02	1.874668e-01	1.959529e-02	1.959529e-02
8.460000e+02	9.050000e+02	1.183909e-01	1.302369e-02	1.302369e-02
9.050000e+02	9.670000e+02	7.160440e-02	8.410571e-03	8.410571e-03
9.670000e+02	1.032000e+03	4.403936e-02	5.551180e-03	5.551180e-03
1.032000e+03	1.101000e+03	2.952438e-02	4.036461e-03	4.036461e-03
1.101000e+03	1.172000e+03	1.782971e-02	2.700725e-03	2.700725e-03
1.172000e+03	1.248000e+03	1.084284e-02	1.855179e-03	1.855179e-03
1.248000e+03	1.327000e+03	7.957768e-03	1.484181e-03	1.484181e-03
1.327000e+03	1.410000e+03	6.406217e-03	1.269275e-03	1.269275e-03
1.410000e+03	1.497000e+03	3.714827e-03	8.899165e-04	8.899165e-04
1.497000e+03	1.588000e+03	1.410744e-03	4.657840e-04	4.657840e-04
1.588000e+03	1.684000e+03	7.923702e-04	3.308724e-04	3.308724e-04
1.684000e+03	1.784000e+03	5.678964e-04	2.862263e-04	2.862263e-04
# END HISTO1D

# BEGIN HISTO1D /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d02-x01-y01
IsRef=1
LineColor={[HTML]{EE3311}}
LineStyle=solid
Path=/nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d02-x01-y01
ScaledBy=2.0401330901222628e-07
Title=PowhegValidation
XLabel=
YLabel=
# xlow	 xhigh	 val	 errminus	 errplus
1.140000e+02	1.330000e+02	8.833600e+03	5.567618e+01	5.567618e+01
1.330000e+02	1.530000e+02	4.118290e+03	2.151732e+01	2.151732e+01
1.530000e+02	1.740000e+02	2.041565e+03	2.155722e+01	2.155722e+01
1.740000e+02	1.960000e+02	1.053430e+03	5.694357e+00	5.694357e+00
1.960000e+02	2.200000e+02	5.591058e+02	2.576309e+00	2.576309e+00
2.200000e+02	2.450000e+02	3.043204e+02	1.827206e+00	1.827206e+00
2.450000e+02	2.720000e+02	1.705077e+02	8.320503e-01	8.320503e-01
2.720000e+02	3.000000e+02	9.654989e+01	4.845103e-01	4.845103e-01
3.000000e+02	3.300000e+02	5.633920e+01	4.048742e-01	4.048742e-01
3.300000e+02	3.620000e+02	3.248341e+01	1.798115e-01	1.798115e-01
3.620000e+02	3.950000e+02	1.949467e+01	1.232721e-01	1.232721e-01
3.950000e+02	4.300000e+02	1.194995e+01	8.606000e-02	8.606000e-02
4.300000e+02	4.680000e+02	7.290700e+00	6.007005e-02	6.007005e-02
4.680000e+02	5.070000e+02	4.420228e+00	4.319352e-02	4.319352e-02
5.070000e+02	5.480000e+02	2.820027e+00	8.437678e-02	8.437678e-02
5.480000e+02	5.920000e+02	1.752650e+00	2.280102e-02	2.280102e-02
5.920000e+02	6.380000e+02	1.056111e+00	1.644981e-02	1.644981e-02
6.380000e+02	6.860000e+02	6.760469e-01	1.250948e-02	1.250948e-02
6.860000e+02	7.370000e+02	4.284914e-01	9.702299e-03	9.702299e-03
7.370000e+02	7.900000e+02	2.937936e-01	1.983687e-02	1.983687e-02
7.900000e+02	8.460000e+02	1.781581e-01	5.526382e-03	5.526382e-03
8.460000e+02	9.050000e+02	1.091533e-01	4.135496e-03	4.135496e-03
9.050000e+02	9.670000e+02	7.061558e-02	3.182460e-03	3.182460e-03
9.670000e+02	1.032000e+03	4.551923e-02	2.465496e-03	2.465496e-03
1.032000e+03	1.101000e+03	2.558407e-02	1.766241e-03	1.766241e-03
1.101000e+03	1.172000e+03	1.729904e-02	1.423385e-03	1.423385e-03
1.172000e+03	1.248000e+03	1.126413e-02	1.099541e-03	1.099541e-03
1.248000e+03	1.327000e+03	7.021509e-03	8.459089e-04	8.459089e-04
1.327000e+03	1.410000e+03	4.841765e-03	6.780788e-04	6.780788e-04
1.410000e+03	1.497000e+03	3.341289e-03	5.494170e-04	5.494170e-04
1.497000e+03	1.588000e+03	1.286947e-03	3.323845e-04	3.323845e-04
1.588000e+03	1.684000e+03	1.521996e-03	3.491910e-04	3.491910e-04
1.684000e+03	1.784000e+03	6.094163e-04	2.154631e-04	2.154631e-04
# END HISTO1D

