# BEGIN PLOT
DrawOnly=/REF/CMS_2016_I1459051/d10-x01-y01 /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d10-x01-y01
Title=Inclusive AK4 jets, $1.0 < |y| < 1.5$
RatioPlotReference=/REF/CMS_2016_I1459051/d10-x01-y01
RatioPlot=1
LogX=1
LogY=1
RatioPlotYMax=2
XLabel=$p_{T}$ [GeV]
YLabel=d$^2\sigma$/d$p_{T}$d$y$ [pb/GeV]
LegendYPos=0.9
Legend=1
RatioPlotYMin=0.1
FullRange=1
# END PLOT

# BEGIN HISTO1D /REF/CMS_2016_I1459051/d10-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/REF/CMS_2016_I1459051/d10-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
7.900000e+02	8.460000e+02	8.906548e-02	3.881069e-03	3.881069e-03
8.460000e+02	9.050000e+02	6.049883e-02	3.047605e-03	3.047605e-03
9.050000e+02	9.670000e+02	3.125555e-02	2.104962e-03	2.104962e-03
9.670000e+02	1.032000e+03	2.107548e-02	1.667393e-03	1.667393e-03
1.032000e+03	1.101000e+03	1.384272e-02	1.306773e-03	1.306773e-03
1.101000e+03	1.172000e+03	7.737480e-03	9.532700e-04	9.532700e-04
1.172000e+03	1.248000e+03	3.734572e-03	6.314127e-04	6.314127e-04
1.248000e+03	1.327000e+03	2.942208e-03	5.464765e-04	5.464765e-04
1.327000e+03	1.410000e+03	1.724620e-03	4.066412e-04	4.066412e-04
# END HISTO1D

